Model,MDO34
Firmware Version,1.19.13

Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,2e-06
Horizontal Delay,0
Sample Interval,2e-09
Record Length,10000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.05
Vertical Position,-5
,
,
,
Label,
TIME,CH1
-5.1600e-06,0.276
-5.1580e-06,0.274
-5.1560e-06,0.274
-5.1540e-06,0.272
-5.1520e-06,0.274
-5.1500e-06,0.272
-5.1480e-06,0.272
-5.1460e-06,0.272
-5.1440e-06,0.272
-5.1420e-06,0.272
-5.1400e-06,0.274
-5.1380e-06,0.27
-5.1360e-06,0.27
-5.1340e-06,0.268
-5.1320e-06,0.268
-5.1300e-06,0.27
-5.1280e-06,0.268
-5.1260e-06,0.27
-5.1240e-06,0.268
-5.1220e-06,0.268
-5.1200e-06,0.268
-5.1180e-06,0.268
-5.1160e-06,0.268
-5.1140e-06,0.27
-5.1120e-06,0.268
-5.1100e-06,0.268
-5.1080e-06,0.27
-5.1060e-06,0.27
-5.1040e-06,0.268
-5.1020e-06,0.27
-5.1000e-06,0.27
-5.0980e-06,0.27
-5.0960e-06,0.272
-5.0940e-06,0.272
-5.0920e-06,0.274
-5.0900e-06,0.274
-5.0880e-06,0.276
-5.0860e-06,0.276
-5.0840e-06,0.276
-5.0820e-06,0.276
-5.0800e-06,0.276
-5.0780e-06,0.28
-5.0760e-06,0.282
-5.0740e-06,0.28
-5.0720e-06,0.282
-5.0700e-06,0.284
-5.0680e-06,0.286
-5.0660e-06,0.286
-5.0640e-06,0.288
-5.0620e-06,0.29
-5.0600e-06,0.292
-5.0580e-06,0.292
-5.0560e-06,0.294
-5.0540e-06,0.294
-5.0520e-06,0.296
-5.0500e-06,0.298
-5.0480e-06,0.3
-5.0460e-06,0.302
-5.0440e-06,0.302
-5.0420e-06,0.306
-5.0400e-06,0.306
-5.0380e-06,0.308
-5.0360e-06,0.31
-5.0340e-06,0.31
-5.0320e-06,0.314
-5.0300e-06,0.318
-5.0280e-06,0.318
-5.0260e-06,0.318
-5.0240e-06,0.32
-5.0220e-06,0.322
-5.0200e-06,0.324
-5.0180e-06,0.326
-5.0160e-06,0.326
-5.0140e-06,0.328
-5.0120e-06,0.33
-5.0100e-06,0.332
-5.0080e-06,0.334
-5.0060e-06,0.336
-5.0040e-06,0.336
-5.0020e-06,0.338
-5.0000e-06,0.34
-4.9980e-06,0.34
-4.9960e-06,0.344
-4.9940e-06,0.344
-4.9920e-06,0.346
-4.9900e-06,0.346
-4.9880e-06,0.346
-4.9860e-06,0.348
-4.9840e-06,0.348
-4.9820e-06,0.348
-4.9800e-06,0.35
-4.9780e-06,0.352
-4.9760e-06,0.352
-4.9740e-06,0.354
-4.9720e-06,0.354
-4.9700e-06,0.354
-4.9680e-06,0.354
-4.9660e-06,0.356
-4.9640e-06,0.356
-4.9620e-06,0.356
-4.9600e-06,0.358
-4.9580e-06,0.358
-4.9560e-06,0.36
-4.9540e-06,0.358
-4.9520e-06,0.358
-4.9500e-06,0.358
-4.9480e-06,0.36
-4.9460e-06,0.36
-4.9440e-06,0.358
-4.9420e-06,0.36
-4.9400e-06,0.358
-4.9380e-06,0.36
-4.9360e-06,0.36
-4.9340e-06,0.36
-4.9320e-06,0.36
-4.9300e-06,0.362
-4.9280e-06,0.36
-4.9260e-06,0.36
-4.9240e-06,0.36
-4.9220e-06,0.36
-4.9200e-06,0.362
-4.9180e-06,0.362
-4.9160e-06,0.362
-4.9140e-06,0.364
-4.9120e-06,0.36
-4.9100e-06,0.364
-4.9080e-06,0.362
-4.9060e-06,0.364
-4.9040e-06,0.364
-4.9020e-06,0.364
-4.9000e-06,0.366
-4.8980e-06,0.366
-4.8960e-06,0.366
-4.8940e-06,0.366
-4.8920e-06,0.368
-4.8900e-06,0.368
-4.8880e-06,0.37
-4.8860e-06,0.37
-4.8840e-06,0.372
-4.8820e-06,0.372
-4.8800e-06,0.37
-4.8780e-06,0.37
-4.8760e-06,0.372
-4.8740e-06,0.374
-4.8720e-06,0.374
-4.8700e-06,0.372
-4.8680e-06,0.374
-4.8660e-06,0.376
-4.8640e-06,0.376
-4.8620e-06,0.378
-4.8600e-06,0.376
-4.8580e-06,0.378
-4.8560e-06,0.378
-4.8540e-06,0.376
-4.8520e-06,0.378
-4.8500e-06,0.378
-4.8480e-06,0.378
-4.8460e-06,0.378
-4.8440e-06,0.38
-4.8420e-06,0.38
-4.8400e-06,0.38
-4.8380e-06,0.38
-4.8360e-06,0.38
-4.8340e-06,0.38
-4.8320e-06,0.378
-4.8300e-06,0.38
-4.8280e-06,0.38
-4.8260e-06,0.38
-4.8240e-06,0.382
-4.8220e-06,0.38
-4.8200e-06,0.382
-4.8180e-06,0.382
-4.8160e-06,0.38
-4.8140e-06,0.382
-4.8120e-06,0.38
-4.8100e-06,0.38
-4.8080e-06,0.382
-4.8060e-06,0.38
-4.8040e-06,0.378
-4.8020e-06,0.38
-4.8000e-06,0.378
-4.7980e-06,0.38
-4.7960e-06,0.378
-4.7940e-06,0.378
-4.7920e-06,0.376
-4.7900e-06,0.378
-4.7880e-06,0.378
-4.7860e-06,0.378
-4.7840e-06,0.376
-4.7820e-06,0.376
-4.7800e-06,0.374
-4.7780e-06,0.374
-4.7760e-06,0.376
-4.7740e-06,0.372
-4.7720e-06,0.37
-4.7700e-06,0.372
-4.7680e-06,0.372
-4.7660e-06,0.37
-4.7640e-06,0.37
-4.7620e-06,0.368
-4.7600e-06,0.366
-4.7580e-06,0.364
-4.7560e-06,0.364
-4.7540e-06,0.362
-4.7520e-06,0.362
-4.7500e-06,0.36
-4.7480e-06,0.358
-4.7460e-06,0.356
-4.7440e-06,0.358
-4.7420e-06,0.354
-4.7400e-06,0.354
-4.7380e-06,0.352
-4.7360e-06,0.352
-4.7340e-06,0.35
-4.7320e-06,0.348
-4.7300e-06,0.346
-4.7280e-06,0.346
-4.7260e-06,0.342
-4.7240e-06,0.342
-4.7220e-06,0.34
-4.7200e-06,0.34
-4.7180e-06,0.34
-4.7160e-06,0.336
-4.7140e-06,0.336
-4.7120e-06,0.334
-4.7100e-06,0.334
-4.7080e-06,0.33
-4.7060e-06,0.328
-4.7040e-06,0.326
-4.7020e-06,0.326
-4.7000e-06,0.324
-4.6980e-06,0.324
-4.6960e-06,0.322
-4.6940e-06,0.32
-4.6920e-06,0.318
-4.6900e-06,0.318
-4.6880e-06,0.316
-4.6860e-06,0.314
-4.6840e-06,0.314
-4.6820e-06,0.312
-4.6800e-06,0.31
-4.6780e-06,0.31
-4.6760e-06,0.308
-4.6740e-06,0.308
-4.6720e-06,0.308
-4.6700e-06,0.306
-4.6680e-06,0.306
-4.6660e-06,0.304
-4.6640e-06,0.304
-4.6620e-06,0.302
-4.6600e-06,0.302
-4.6580e-06,0.3
-4.6560e-06,0.298
-4.6540e-06,0.298
-4.6520e-06,0.296
-4.6500e-06,0.296
-4.6480e-06,0.296
-4.6460e-06,0.292
-4.6440e-06,0.294
-4.6420e-06,0.292
-4.6400e-06,0.29
-4.6380e-06,0.29
-4.6360e-06,0.288
-4.6340e-06,0.29
-4.6320e-06,0.286
-4.6300e-06,0.286
-4.6280e-06,0.286
-4.6260e-06,0.284
-4.6240e-06,0.284
-4.6220e-06,0.284
-4.6200e-06,0.284
-4.6180e-06,0.28
-4.6160e-06,0.28
-4.6140e-06,0.28
-4.6120e-06,0.28
-4.6100e-06,0.28
-4.6080e-06,0.28
-4.6060e-06,0.28
-4.6040e-06,0.28
-4.6020e-06,0.28
-4.6000e-06,0.278
-4.5980e-06,0.278
-4.5960e-06,0.278
-4.5940e-06,0.28
-4.5920e-06,0.28
-4.5900e-06,0.278
-4.5880e-06,0.28
-4.5860e-06,0.278
-4.5840e-06,0.28
-4.5820e-06,0.28
-4.5800e-06,0.28
-4.5780e-06,0.28
-4.5760e-06,0.278
-4.5740e-06,0.28
-4.5720e-06,0.28
-4.5700e-06,0.28
-4.5680e-06,0.282
-4.5660e-06,0.28
-4.5640e-06,0.278
-4.5620e-06,0.28
-4.5600e-06,0.28
-4.5580e-06,0.28
-4.5560e-06,0.28
-4.5540e-06,0.278
-4.5520e-06,0.278
-4.5500e-06,0.278
-4.5480e-06,0.278
-4.5460e-06,0.276
-4.5440e-06,0.278
-4.5420e-06,0.276
-4.5400e-06,0.276
-4.5380e-06,0.278
-4.5360e-06,0.274
-4.5340e-06,0.272
-4.5320e-06,0.274
-4.5300e-06,0.272
-4.5280e-06,0.274
-4.5260e-06,0.274
-4.5240e-06,0.272
-4.5220e-06,0.272
-4.5200e-06,0.272
-4.5180e-06,0.272
-4.5160e-06,0.272
-4.5140e-06,0.272
-4.5120e-06,0.272
-4.5100e-06,0.27
-4.5080e-06,0.272
-4.5060e-06,0.27
-4.5040e-06,0.272
-4.5020e-06,0.272
-4.5000e-06,0.272
-4.4980e-06,0.272
-4.4960e-06,0.272
-4.4940e-06,0.272
-4.4920e-06,0.272
-4.4900e-06,0.272
-4.4880e-06,0.272
-4.4860e-06,0.272
-4.4840e-06,0.274
-4.4820e-06,0.274
-4.4800e-06,0.274
-4.4780e-06,0.276
-4.4760e-06,0.276
-4.4740e-06,0.278
-4.4720e-06,0.278
-4.4700e-06,0.278
-4.4680e-06,0.28
-4.4660e-06,0.278
-4.4640e-06,0.28
-4.4620e-06,0.282
-4.4600e-06,0.28
-4.4580e-06,0.282
-4.4560e-06,0.282
-4.4540e-06,0.284
-4.4520e-06,0.284
-4.4500e-06,0.286
-4.4480e-06,0.284
-4.4460e-06,0.286
-4.4440e-06,0.284
-4.4420e-06,0.286
-4.4400e-06,0.29
-4.4380e-06,0.288
-4.4360e-06,0.29
-4.4340e-06,0.29
-4.4320e-06,0.292
-4.4300e-06,0.292
-4.4280e-06,0.292
-4.4260e-06,0.292
-4.4240e-06,0.294
-4.4220e-06,0.294
-4.4200e-06,0.296
-4.4180e-06,0.298
-4.4160e-06,0.298
-4.4140e-06,0.298
-4.4120e-06,0.3
-4.4100e-06,0.302
-4.4080e-06,0.304
-4.4060e-06,0.304
-4.4040e-06,0.306
-4.4020e-06,0.308
-4.4000e-06,0.308
-4.3980e-06,0.31
-4.3960e-06,0.312
-4.3940e-06,0.314
-4.3920e-06,0.316
-4.3900e-06,0.314
-4.3880e-06,0.318
-4.3860e-06,0.32
-4.3840e-06,0.322
-4.3820e-06,0.322
-4.3800e-06,0.322
-4.3780e-06,0.324
-4.3760e-06,0.326
-4.3740e-06,0.328
-4.3720e-06,0.33
-4.3700e-06,0.332
-4.3680e-06,0.334
-4.3660e-06,0.336
-4.3640e-06,0.336
-4.3620e-06,0.338
-4.3600e-06,0.338
-4.3580e-06,0.342
-4.3560e-06,0.342
-4.3540e-06,0.344
-4.3520e-06,0.344
-4.3500e-06,0.346
-4.3480e-06,0.346
-4.3460e-06,0.348
-4.3440e-06,0.35
-4.3420e-06,0.35
-4.3400e-06,0.352
-4.3380e-06,0.352
-4.3360e-06,0.354
-4.3340e-06,0.352
-4.3320e-06,0.354
-4.3300e-06,0.356
-4.3280e-06,0.358
-4.3260e-06,0.358
-4.3240e-06,0.36
-4.3220e-06,0.36
-4.3200e-06,0.36
-4.3180e-06,0.362
-4.3160e-06,0.362
-4.3140e-06,0.362
-4.3120e-06,0.362
-4.3100e-06,0.364
-4.3080e-06,0.366
-4.3060e-06,0.364
-4.3040e-06,0.366
-4.3020e-06,0.368
-4.3000e-06,0.368
-4.2980e-06,0.368
-4.2960e-06,0.37
-4.2940e-06,0.37
-4.2920e-06,0.37
-4.2900e-06,0.372
-4.2880e-06,0.372
-4.2860e-06,0.372
-4.2840e-06,0.372
-4.2820e-06,0.372
-4.2800e-06,0.374
-4.2780e-06,0.374
-4.2760e-06,0.376
-4.2740e-06,0.376
-4.2720e-06,0.376
-4.2700e-06,0.376
-4.2680e-06,0.376
-4.2660e-06,0.378
-4.2640e-06,0.378
-4.2620e-06,0.376
-4.2600e-06,0.378
-4.2580e-06,0.378
-4.2560e-06,0.378
-4.2540e-06,0.378
-4.2520e-06,0.378
-4.2500e-06,0.38
-4.2480e-06,0.38
-4.2460e-06,0.38
-4.2440e-06,0.378
-4.2420e-06,0.378
-4.2400e-06,0.378
-4.2380e-06,0.38
-4.2360e-06,0.38
-4.2340e-06,0.378
-4.2320e-06,0.378
-4.2300e-06,0.378
-4.2280e-06,0.378
-4.2260e-06,0.378
-4.2240e-06,0.378
-4.2220e-06,0.378
-4.2200e-06,0.378
-4.2180e-06,0.376
-4.2160e-06,0.376
-4.2140e-06,0.376
-4.2120e-06,0.376
-4.2100e-06,0.374
-4.2080e-06,0.374
-4.2060e-06,0.374
-4.2040e-06,0.372
-4.2020e-06,0.372
-4.2000e-06,0.374
-4.1980e-06,0.372
-4.1960e-06,0.372
-4.1940e-06,0.372
-4.1920e-06,0.372
-4.1900e-06,0.372
-4.1880e-06,0.37
-4.1860e-06,0.37
-4.1840e-06,0.37
-4.1820e-06,0.372
-4.1800e-06,0.37
-4.1780e-06,0.37
-4.1760e-06,0.368
-4.1740e-06,0.368
-4.1720e-06,0.366
-4.1700e-06,0.368
-4.1680e-06,0.366
-4.1660e-06,0.366
-4.1640e-06,0.366
-4.1620e-06,0.366
-4.1600e-06,0.364
-4.1580e-06,0.366
-4.1560e-06,0.364
-4.1540e-06,0.364
-4.1520e-06,0.364
-4.1500e-06,0.364
-4.1480e-06,0.362
-4.1460e-06,0.362
-4.1440e-06,0.362
-4.1420e-06,0.36
-4.1400e-06,0.362
-4.1380e-06,0.36
-4.1360e-06,0.358
-4.1340e-06,0.358
-4.1320e-06,0.358
-4.1300e-06,0.358
-4.1280e-06,0.358
-4.1260e-06,0.356
-4.1240e-06,0.354
-4.1220e-06,0.354
-4.1200e-06,0.352
-4.1180e-06,0.354
-4.1160e-06,0.352
-4.1140e-06,0.35
-4.1120e-06,0.35
-4.1100e-06,0.35
-4.1080e-06,0.35
-4.1060e-06,0.348
-4.1040e-06,0.346
-4.1020e-06,0.346
-4.1000e-06,0.344
-4.0980e-06,0.344
-4.0960e-06,0.342
-4.0940e-06,0.34
-4.0920e-06,0.34
-4.0900e-06,0.34
-4.0880e-06,0.338
-4.0860e-06,0.338
-4.0840e-06,0.338
-4.0820e-06,0.336
-4.0800e-06,0.336
-4.0780e-06,0.332
-4.0760e-06,0.332
-4.0740e-06,0.332
-4.0720e-06,0.332
-4.0700e-06,0.33
-4.0680e-06,0.33
-4.0660e-06,0.328
-4.0640e-06,0.328
-4.0620e-06,0.326
-4.0600e-06,0.326
-4.0580e-06,0.324
-4.0560e-06,0.322
-4.0540e-06,0.322
-4.0520e-06,0.32
-4.0500e-06,0.32
-4.0480e-06,0.316
-4.0460e-06,0.318
-4.0440e-06,0.316
-4.0420e-06,0.314
-4.0400e-06,0.312
-4.0380e-06,0.312
-4.0360e-06,0.312
-4.0340e-06,0.312
-4.0320e-06,0.31
-4.0300e-06,0.31
-4.0280e-06,0.306
-4.0260e-06,0.306
-4.0240e-06,0.302
-4.0220e-06,0.302
-4.0200e-06,0.3
-4.0180e-06,0.3
-4.0160e-06,0.298
-4.0140e-06,0.296
-4.0120e-06,0.296
-4.0100e-06,0.294
-4.0080e-06,0.294
-4.0060e-06,0.29
-4.0040e-06,0.29
-4.0020e-06,0.29
-4.0000e-06,0.29
-3.9980e-06,0.286
-3.9960e-06,0.286
-3.9940e-06,0.286
-3.9920e-06,0.284
-3.9900e-06,0.282
-3.9880e-06,0.282
-3.9860e-06,0.28
-3.9840e-06,0.28
-3.9820e-06,0.28
-3.9800e-06,0.278
-3.9780e-06,0.276
-3.9760e-06,0.276
-3.9740e-06,0.276
-3.9720e-06,0.276
-3.9700e-06,0.274
-3.9680e-06,0.272
-3.9660e-06,0.272
-3.9640e-06,0.274
-3.9620e-06,0.27
-3.9600e-06,0.272
-3.9580e-06,0.268
-3.9560e-06,0.27
-3.9540e-06,0.268
-3.9520e-06,0.268
-3.9500e-06,0.268
-3.9480e-06,0.268
-3.9460e-06,0.268
-3.9440e-06,0.266
-3.9420e-06,0.266
-3.9400e-06,0.264
-3.9380e-06,0.264
-3.9360e-06,0.266
-3.9340e-06,0.266
-3.9320e-06,0.264
-3.9300e-06,0.264
-3.9280e-06,0.266
-3.9260e-06,0.264
-3.9240e-06,0.264
-3.9220e-06,0.264
-3.9200e-06,0.266
-3.9180e-06,0.266
-3.9160e-06,0.266
-3.9140e-06,0.266
-3.9120e-06,0.266
-3.9100e-06,0.268
-3.9080e-06,0.268
-3.9060e-06,0.268
-3.9040e-06,0.268
-3.9020e-06,0.268
-3.9000e-06,0.268
-3.8980e-06,0.27
-3.8960e-06,0.268
-3.8940e-06,0.272
-3.8920e-06,0.27
-3.8900e-06,0.272
-3.8880e-06,0.272
-3.8860e-06,0.274
-3.8840e-06,0.274
-3.8820e-06,0.274
-3.8800e-06,0.276
-3.8780e-06,0.276
-3.8760e-06,0.276
-3.8740e-06,0.278
-3.8720e-06,0.278
-3.8700e-06,0.278
-3.8680e-06,0.28
-3.8660e-06,0.28
-3.8640e-06,0.282
-3.8620e-06,0.282
-3.8600e-06,0.284
-3.8580e-06,0.284
-3.8560e-06,0.284
-3.8540e-06,0.284
-3.8520e-06,0.284
-3.8500e-06,0.288
-3.8480e-06,0.286
-3.8460e-06,0.286
-3.8440e-06,0.288
-3.8420e-06,0.288
-3.8400e-06,0.288
-3.8380e-06,0.29
-3.8360e-06,0.292
-3.8340e-06,0.29
-3.8320e-06,0.29
-3.8300e-06,0.292
-3.8280e-06,0.292
-3.8260e-06,0.294
-3.8240e-06,0.294
-3.8220e-06,0.294
-3.8200e-06,0.294
-3.8180e-06,0.296
-3.8160e-06,0.296
-3.8140e-06,0.296
-3.8120e-06,0.298
-3.8100e-06,0.296
-3.8080e-06,0.298
-3.8060e-06,0.298
-3.8040e-06,0.3
-3.8020e-06,0.3
-3.8000e-06,0.3
-3.7980e-06,0.302
-3.7960e-06,0.302
-3.7940e-06,0.304
-3.7920e-06,0.304
-3.7900e-06,0.304
-3.7880e-06,0.306
-3.7860e-06,0.308
-3.7840e-06,0.308
-3.7820e-06,0.31
-3.7800e-06,0.31
-3.7780e-06,0.312
-3.7760e-06,0.312
-3.7740e-06,0.314
-3.7720e-06,0.314
-3.7700e-06,0.316
-3.7680e-06,0.316
-3.7660e-06,0.316
-3.7640e-06,0.32
-3.7620e-06,0.318
-3.7600e-06,0.322
-3.7580e-06,0.322
-3.7560e-06,0.322
-3.7540e-06,0.322
-3.7520e-06,0.324
-3.7500e-06,0.326
-3.7480e-06,0.328
-3.7460e-06,0.328
-3.7440e-06,0.328
-3.7420e-06,0.332
-3.7400e-06,0.332
-3.7380e-06,0.332
-3.7360e-06,0.334
-3.7340e-06,0.334
-3.7320e-06,0.336
-3.7300e-06,0.338
-3.7280e-06,0.338
-3.7260e-06,0.34
-3.7240e-06,0.34
-3.7220e-06,0.342
-3.7200e-06,0.342
-3.7180e-06,0.344
-3.7160e-06,0.346
-3.7140e-06,0.346
-3.7120e-06,0.346
-3.7100e-06,0.346
-3.7080e-06,0.348
-3.7060e-06,0.348
-3.7040e-06,0.35
-3.7020e-06,0.352
-3.7000e-06,0.352
-3.6980e-06,0.354
-3.6960e-06,0.354
-3.6940e-06,0.354
-3.6920e-06,0.356
-3.6900e-06,0.356
-3.6880e-06,0.356
-3.6860e-06,0.358
-3.6840e-06,0.36
-3.6820e-06,0.36
-3.6800e-06,0.362
-3.6780e-06,0.362
-3.6760e-06,0.364
-3.6740e-06,0.364
-3.6720e-06,0.366
-3.6700e-06,0.366
-3.6680e-06,0.366
-3.6660e-06,0.368
-3.6640e-06,0.37
-3.6620e-06,0.368
-3.6600e-06,0.37
-3.6580e-06,0.372
-3.6560e-06,0.372
-3.6540e-06,0.372
-3.6520e-06,0.374
-3.6500e-06,0.376
-3.6480e-06,0.376
-3.6460e-06,0.376
-3.6440e-06,0.378
-3.6420e-06,0.378
-3.6400e-06,0.378
-3.6380e-06,0.38
-3.6360e-06,0.38
-3.6340e-06,0.38
-3.6320e-06,0.382
-3.6300e-06,0.38
-3.6280e-06,0.382
-3.6260e-06,0.384
-3.6240e-06,0.382
-3.6220e-06,0.382
-3.6200e-06,0.384
-3.6180e-06,0.382
-3.6160e-06,0.384
-3.6140e-06,0.382
-3.6120e-06,0.382
-3.6100e-06,0.384
-3.6080e-06,0.384
-3.6060e-06,0.382
-3.6040e-06,0.382
-3.6020e-06,0.384
-3.6000e-06,0.384
-3.5980e-06,0.382
-3.5960e-06,0.382
-3.5940e-06,0.384
-3.5920e-06,0.382
-3.5900e-06,0.384
-3.5880e-06,0.384
-3.5860e-06,0.384
-3.5840e-06,0.382
-3.5820e-06,0.384
-3.5800e-06,0.382
-3.5780e-06,0.382
-3.5760e-06,0.382
-3.5740e-06,0.382
-3.5720e-06,0.38
-3.5700e-06,0.382
-3.5680e-06,0.378
-3.5660e-06,0.378
-3.5640e-06,0.38
-3.5620e-06,0.378
-3.5600e-06,0.378
-3.5580e-06,0.378
-3.5560e-06,0.378
-3.5540e-06,0.376
-3.5520e-06,0.376
-3.5500e-06,0.376
-3.5480e-06,0.376
-3.5460e-06,0.374
-3.5440e-06,0.372
-3.5420e-06,0.372
-3.5400e-06,0.374
-3.5380e-06,0.37
-3.5360e-06,0.37
-3.5340e-06,0.368
-3.5320e-06,0.366
-3.5300e-06,0.366
-3.5280e-06,0.366
-3.5260e-06,0.364
-3.5240e-06,0.362
-3.5220e-06,0.364
-3.5200e-06,0.362
-3.5180e-06,0.36
-3.5160e-06,0.36
-3.5140e-06,0.358
-3.5120e-06,0.356
-3.5100e-06,0.356
-3.5080e-06,0.356
-3.5060e-06,0.354
-3.5040e-06,0.352
-3.5020e-06,0.352
-3.5000e-06,0.352
-3.4980e-06,0.352
-3.4960e-06,0.35
-3.4940e-06,0.35
-3.4920e-06,0.348
-3.4900e-06,0.346
-3.4880e-06,0.346
-3.4860e-06,0.344
-3.4840e-06,0.344
-3.4820e-06,0.342
-3.4800e-06,0.342
-3.4780e-06,0.342
-3.4760e-06,0.34
-3.4740e-06,0.34
-3.4720e-06,0.34
-3.4700e-06,0.34
-3.4680e-06,0.336
-3.4660e-06,0.336
-3.4640e-06,0.336
-3.4620e-06,0.334
-3.4600e-06,0.334
-3.4580e-06,0.332
-3.4560e-06,0.332
-3.4540e-06,0.332
-3.4520e-06,0.33
-3.4500e-06,0.33
-3.4480e-06,0.33
-3.4460e-06,0.328
-3.4440e-06,0.326
-3.4420e-06,0.328
-3.4400e-06,0.324
-3.4380e-06,0.322
-3.4360e-06,0.324
-3.4340e-06,0.322
-3.4320e-06,0.322
-3.4300e-06,0.32
-3.4280e-06,0.318
-3.4260e-06,0.318
-3.4240e-06,0.316
-3.4220e-06,0.316
-3.4200e-06,0.314
-3.4180e-06,0.316
-3.4160e-06,0.312
-3.4140e-06,0.312
-3.4120e-06,0.312
-3.4100e-06,0.31
-3.4080e-06,0.31
-3.4060e-06,0.308
-3.4040e-06,0.308
-3.4020e-06,0.306
-3.4000e-06,0.304
-3.3980e-06,0.302
-3.3960e-06,0.302
-3.3940e-06,0.304
-3.3920e-06,0.3
-3.3900e-06,0.298
-3.3880e-06,0.298
-3.3860e-06,0.298
-3.3840e-06,0.296
-3.3820e-06,0.296
-3.3800e-06,0.296
-3.3780e-06,0.294
-3.3760e-06,0.294
-3.3740e-06,0.292
-3.3720e-06,0.29
-3.3700e-06,0.29
-3.3680e-06,0.29
-3.3660e-06,0.29
-3.3640e-06,0.288
-3.3620e-06,0.286
-3.3600e-06,0.288
-3.3580e-06,0.286
-3.3560e-06,0.286
-3.3540e-06,0.286
-3.3520e-06,0.286
-3.3500e-06,0.282
-3.3480e-06,0.28
-3.3460e-06,0.282
-3.3440e-06,0.282
-3.3420e-06,0.282
-3.3400e-06,0.28
-3.3380e-06,0.28
-3.3360e-06,0.278
-3.3340e-06,0.28
-3.3320e-06,0.276
-3.3300e-06,0.276
-3.3280e-06,0.274
-3.3260e-06,0.274
-3.3240e-06,0.274
-3.3220e-06,0.276
-3.3200e-06,0.272
-3.3180e-06,0.272
-3.3160e-06,0.272
-3.3140e-06,0.27
-3.3120e-06,0.27
-3.3100e-06,0.27
-3.3080e-06,0.27
-3.3060e-06,0.268
-3.3040e-06,0.268
-3.3020e-06,0.268
-3.3000e-06,0.266
-3.2980e-06,0.268
-3.2960e-06,0.268
-3.2940e-06,0.266
-3.2920e-06,0.264
-3.2900e-06,0.266
-3.2880e-06,0.264
-3.2860e-06,0.266
-3.2840e-06,0.268
-3.2820e-06,0.266
-3.2800e-06,0.266
-3.2780e-06,0.266
-3.2760e-06,0.266
-3.2740e-06,0.266
-3.2720e-06,0.268
-3.2700e-06,0.266
-3.2680e-06,0.266
-3.2660e-06,0.268
-3.2640e-06,0.268
-3.2620e-06,0.268
-3.2600e-06,0.268
-3.2580e-06,0.27
-3.2560e-06,0.268
-3.2540e-06,0.27
-3.2520e-06,0.27
-3.2500e-06,0.27
-3.2480e-06,0.272
-3.2460e-06,0.272
-3.2440e-06,0.27
-3.2420e-06,0.272
-3.2400e-06,0.274
-3.2380e-06,0.272
-3.2360e-06,0.276
-3.2340e-06,0.276
-3.2320e-06,0.276
-3.2300e-06,0.276
-3.2280e-06,0.278
-3.2260e-06,0.278
-3.2240e-06,0.28
-3.2220e-06,0.278
-3.2200e-06,0.282
-3.2180e-06,0.28
-3.2160e-06,0.28
-3.2140e-06,0.284
-3.2120e-06,0.284
-3.2100e-06,0.284
-3.2080e-06,0.284
-3.2060e-06,0.284
-3.2040e-06,0.286
-3.2020e-06,0.286
-3.2000e-06,0.286
-3.1980e-06,0.288
-3.1960e-06,0.292
-3.1940e-06,0.29
-3.1920e-06,0.292
-3.1900e-06,0.292
-3.1880e-06,0.296
-3.1860e-06,0.294
-3.1840e-06,0.296
-3.1820e-06,0.296
-3.1800e-06,0.298
-3.1780e-06,0.298
-3.1760e-06,0.302
-3.1740e-06,0.302
-3.1720e-06,0.302
-3.1700e-06,0.302
-3.1680e-06,0.306
-3.1660e-06,0.304
-3.1640e-06,0.308
-3.1620e-06,0.308
-3.1600e-06,0.31
-3.1580e-06,0.312
-3.1560e-06,0.312
-3.1540e-06,0.312
-3.1520e-06,0.316
-3.1500e-06,0.318
-3.1480e-06,0.318
-3.1460e-06,0.318
-3.1440e-06,0.318
-3.1420e-06,0.32
-3.1400e-06,0.322
-3.1380e-06,0.324
-3.1360e-06,0.324
-3.1340e-06,0.324
-3.1320e-06,0.326
-3.1300e-06,0.328
-3.1280e-06,0.328
-3.1260e-06,0.33
-3.1240e-06,0.33
-3.1220e-06,0.33
-3.1200e-06,0.332
-3.1180e-06,0.332
-3.1160e-06,0.336
-3.1140e-06,0.334
-3.1120e-06,0.338
-3.1100e-06,0.338
-3.1080e-06,0.338
-3.1060e-06,0.34
-3.1040e-06,0.342
-3.1020e-06,0.344
-3.1000e-06,0.344
-3.0980e-06,0.346
-3.0960e-06,0.346
-3.0940e-06,0.346
-3.0920e-06,0.348
-3.0900e-06,0.348
-3.0880e-06,0.35
-3.0860e-06,0.35
-3.0840e-06,0.35
-3.0820e-06,0.352
-3.0800e-06,0.354
-3.0780e-06,0.354
-3.0760e-06,0.356
-3.0740e-06,0.356
-3.0720e-06,0.356
-3.0700e-06,0.358
-3.0680e-06,0.358
-3.0660e-06,0.362
-3.0640e-06,0.358
-3.0620e-06,0.36
-3.0600e-06,0.362
-3.0580e-06,0.362
-3.0560e-06,0.362
-3.0540e-06,0.364
-3.0520e-06,0.364
-3.0500e-06,0.366
-3.0480e-06,0.366
-3.0460e-06,0.368
-3.0440e-06,0.368
-3.0420e-06,0.368
-3.0400e-06,0.368
-3.0380e-06,0.368
